pair_ID,sentence_A,sentence_B,entailment_AB,entailment_BA
2413,A man is cleaning a dish,The woman is slicing an onion with a knife,A_neutral_B,B_neutral_A
2414,The woman is slicing an onion with a knife,A man is preparing some dish,A_neutral_B,B_neutral_A
2415,Some runners are competing in a race,Runners are competing in a race,A_entails_B,B_entails_A
2416,Runners are competing in a race,Runners are not taking part in the race,A_contradicts_B,B_contradicts_A
2417,Runners are racing in a competition,Runners are competing in a race,A_entails_B,B_entails_A
2418,The runners are racing impetuously around a track,The runners are racing around a track,A_entails_B,B_neutral_A
2419,The runners are racing around a track,The runners are not racing around a track,A_contradicts_B,B_contradicts_A
2420,The runners are racing impetuously around a track,Runners are competing in a race,A_entails_B,B_neutral_A
2421,Runners are competing in a race,The runners are not racing around a track,A_neutral_B,B_neutral_A
2422,Some runners are competing in a race,The runners are racing around a track,A_neutral_B,B_neutral_A
2423,The runners are racing around a track,Runners are not taking part in the race,A_contradicts_B,B_contradicts_A
2424,The runners are racing around a track,Runners are racing in a competition,A_neutral_B,B_neutral_A
2425,The runners are racing around a track,Runners are competing in a race,A_entails_B,B_neutral_A
2426,A man is racing,A man is running,A_neutral_B,B_neutral_A
2427,A man is running,A man is standing still,A_neutral_B,B_contradicts_A
2428,A man is running down the road,One man is running down the road,A_entails_B,B_entails_A
2429,There is no man running down the road,A man is running down the road,A_contradicts_B,B_contradicts_A
2430,One man is running down the road,A man is running,A_entails_B,B_neutral_A
2431,A man is running,There is no man running down the road,A_neutral_B,B_neutral_A
2432,A man is racing,A man is running down the road,A_neutral_B,B_neutral_A
2433,A man is running down the road,A man is standing still,A_neutral_B,B_neutral_A
2434,A man is running down the road,A man is running,A_entails_B,B_neutral_A
2435,The keyboard is being played with his nose by a man,A man is playing the keyboard with his nose,A_entails_B,B_entails_A
2436,A man is idling,A man is playing the keyboard with his nose,A_neutral_B,B_neutral_A
2437,A man at the keyboard is playing with his nose,A man is playing the keyboard with his nose,A_entails_B,B_entails_A
2438,The man is funnily playing the piano with his nose,The man is playing the piano with his nose,A_entails_B,B_neutral_A
2439,The man is playing the piano with his nose,There is no man playing the piano with his nose,A_contradicts_B,B_contradicts_A
2440,The man is funnily playing the piano with his nose,A man is playing the keyboard with his nose,A_entails_B,B_entails_A
2441,There is no man playing the piano with his nose,A man is playing the keyboard with his nose,A_contradicts_B,B_contradicts_A
2442,The man is playing the piano with his nose,The keyboard is being played with his nose by a man,A_entails_B,B_neutral_A
2443,A man is idling,The man is playing the piano with his nose,A_neutral_B,B_neutral_A
2444,A man at the keyboard is playing with his nose,The man is playing the piano with his nose,A_neutral_B,B_neutral_A
2445,The man is playing the piano with his nose,A man is playing the keyboard with his nose,A_entails_B,B_contradicts_A
2446,A baby rhino is following an adult rhino,"A rhino, which is little, is following an adult rhino",A_entails_B,B_entails_A
2447,A baby rhino is shunning an adult rhino,A baby rhino is following an adult rhino,A_contradicts_B,B_contradicts_A
2448,A baby rhino is following an adult rhino,A baby and an adult are being followed by a rhino,A_neutral_B,B_neutral_A
2449,"A rhino, which is a youngling, is walking around a pen with its mother",A baby rhino is walking around a pen with its mother,A_entails_B,B_entails_A
2450,A baby rhino is walking around a pen with its mother,A baby rhino and its mother are standing in a pen,A_neutral_B,B_contradicts_A
2451,A baby rhino is walking around a pen with its mother,A mother is giving the baby a pen with a walking rhino on it,A_neutral_B,B_neutral_A
2452,A baby rhino is following an adult rhino,"A rhino, which is a youngling, is walking around a pen with its mother",A_entails_B,B_neutral_A
2453,A baby rhino and its mother are standing in a pen,A baby rhino is following an adult rhino,A_neutral_B,B_neutral_A
2454,A baby rhino is following an adult rhino,A mother is giving the baby a pen with a walking rhino on it,A_neutral_B,B_neutral_A
2455,A baby rhino is walking around a pen with its mother,"A rhino, which is little, is following an adult rhino",A_entails_B,B_neutral_A
2456,A baby rhino is shunning an adult rhino,A baby rhino is walking around a pen with its mother,A_neutral_B,B_neutral_A
2457,A baby rhino is walking around a pen with its mother,A baby and an adult are being followed by a rhino,A_neutral_B,B_neutral_A
2458,A baby rhino is walking around a pen with its mother,A baby rhino is following an adult rhino,A_entails_B,B_neutral_A
2459,A man is riding a motorbike,A man is riding a motorcycle,A_entails_B,B_entails_A
2460,A man is riding a motorcycle,A man is getting off the motorcycle,A_neutral_B,B_contradicts_A
2461,A man is dangerously riding a motorcycle through a town,A man is riding a motorcycle through the town,A_entails_B,B_neutral_A
2462,There is no man riding a motorcycle through the town,A man is riding a motorcycle through the town,A_contradicts_B,B_contradicts_A
2463,A man is dangerously riding a motorcycle through a town,A man is riding a motorcycle,A_entails_B,B_neutral_A
2464,There is no man riding a motorcycle through the town,A man is riding a motorcycle,A_contradicts_B,B_neutral_A
2465,A man is riding a motorcycle through the town,A man is riding a motorbike,A_entails_B,B_neutral_A
2466,A man is riding a motorcycle through the town,A man is getting off the motorcycle,A_neutral_B,B_neutral_A
2467,A man is riding a motorcycle through the town,A man is riding a motorcycle,A_entails_B,B_neutral_A
2468,A group of people is singing,A few people are singing,A_entails_B,B_entails_A
2469,A group of people is singing,A group of people is silent,A_neutral_B,B_contradicts_A
2470,Some people are singing,Some persons are singing,A_entails_B,B_entails_A
2471,Some people are singing,Some people are silent,A_neutral_B,B_neutral_A
2472,Some persons are singing,A group of people is singing,A_entails_B,B_entails_A
2473,Some people are silent,A group of people is singing,A_neutral_B,B_neutral_A
2474,Some people are singing,A few people are singing,A_entails_B,B_entails_A
2475,Some people are singing,A group of people is silent,A_neutral_B,B_contradicts_A
2476,Some people are singing,A group of people is singing,A_entails_B,B_entails_A
2477,A man is playing a trumpet brightly,A man is playing a trumpet,A_entails_B,B_neutral_A
2478,A man is playing a trumpet,A man is putting a trumpet away,A_neutral_B,B_contradicts_A
2479,The man is playing a guitar,A guitar is being played by the man,A_entails_B,B_entails_A
2480,The man is playing a guitar,The man is not playing a guitar,A_contradicts_B,B_contradicts_A
2481,A guitar is being played by the man,A man is playing a trumpet,A_neutral_B,B_neutral_A
2482,The man is not playing a guitar,A man is playing a trumpet,A_neutral_B,B_neutral_A
2483,The man is playing a guitar,A man is playing a trumpet brightly,A_neutral_B,B_contradicts_A
2484,A man is putting a trumpet away,The man is playing a guitar,A_neutral_B,B_neutral_A
2485,The man is playing a guitar,A man is playing a trumpet,A_neutral_B,B_neutral_A
2486,One man is dancing,A man is dancing,A_entails_B,B_entails_A
2487,A man is dancing,A man is motionless,A_neutral_B,B_neutral_A
2489,A man is speaking,A man is silent,A_contradicts_B,B_contradicts_A
2490,A man is dancing,A man is talking,A_neutral_B,B_neutral_A
2491,A man is dancing,A man is silent,A_neutral_B,B_neutral_A
2492,A man is speaking,One man is dancing,A_neutral_B,B_neutral_A
2493,A man is speaking,A man is motionless,A_neutral_B,B_neutral_A
2495,A man is carefully climbing a rope,A man is climbing a rope,A_entails_B,B_neutral_A
2496,A man is untying a rope,A man is climbing a rope,A_neutral_B,B_neutral_A
2497,A man is being roped before a climb,A man is climbing a rope,A_neutral_B,B_neutral_A
2498,One panda is climbing,A panda is climbing,A_entails_B,B_entails_A
2499,There is no panda climbing,A panda is climbing,A_contradicts_B,B_contradicts_A
2500,One panda is climbing,A man is climbing a rope,A_neutral_B,B_neutral_A
2501,There is no panda climbing,A man is climbing a rope,A_neutral_B,B_neutral_A
2502,A man is carefully climbing a rope,A panda is climbing,A_neutral_B,B_neutral_A
2503,A panda is climbing,A man is untying a rope,A_neutral_B,B_neutral_A
2504,A man is being roped before a climb,A panda is climbing,A_neutral_B,B_neutral_A
2505,A panda is climbing,A man is climbing a rope,A_neutral_B,B_neutral_A
2506,A woman is dancing beautifully in a cage,A woman is dancing in a cage,A_entails_B,B_neutral_A
2507,A woman is dancing in a cage,There is no woman dancing in a cage,A_contradicts_B,B_contradicts_A
2508,A woman is being caged for the dance,A woman is dancing in a cage,A_neutral_B,B_neutral_A
2509,The woman is dancing,The lady is dancing,A_entails_B,B_entails_A
2510,The woman is dancing,The woman is not dancing,A_contradicts_B,B_contradicts_A
2511,A woman is dancing in a cage,The lady is dancing,A_entails_B,B_neutral_A
2512,The woman is not dancing,A woman is dancing in a cage,A_neutral_B,B_contradicts_A
2513,A woman is dancing beautifully in a cage,The woman is dancing,A_entails_B,B_neutral_A
2514,There is no woman dancing in a cage,The woman is dancing,A_neutral_B,B_neutral_A
2515,A woman is being caged for the dance,The woman is dancing,A_neutral_B,B_neutral_A
2516,A woman is dancing in a cage,The woman is dancing,A_entails_B,B_neutral_A
2517,Four people are floating on a raft,A few people are floating on a raft,A_entails_B,B_neutral_A
2518,Four people are floating on a raft,Nobody is floating on a raft,A_contradicts_B,B_contradicts_A
2519,People are riding and paddling a raft,Some persons are riding and paddling a raft,A_entails_B,B_entails_A
2520,People are not riding and paddling a raft,People are riding and paddling a raft,A_contradicts_B,B_contradicts_A
2521,People are riding and paddling a raft,People are paddling near a raft that is being ridden,A_neutral_B,B_neutral_A
2522,Some persons are riding and paddling a raft,Four people are floating on a raft,A_neutral_B,B_neutral_A
2523,Four people are floating on a raft,People are not riding and paddling a raft,A_neutral_B,B_contradicts_A
2524,People are paddling near a raft that is being ridden,Four people are floating on a raft,A_neutral_B,B_neutral_A
2525,A few people are floating on a raft,People are riding and paddling a raft,A_neutral_B,B_neutral_A
2526,People are riding and paddling a raft,Nobody is floating on a raft,A_contradicts_B,B_contradicts_A
2527,People are riding and paddling a raft,Four people are floating on a raft,A_neutral_B,B_neutral_A
2528,A cat is eagerly eating corn on the cob,A cat is eating corn on the cob,A_entails_B,B_neutral_A
2529,A cat is eating corn on the cob,There is no cat eating corn on the cob,A_contradicts_B,B_contradicts_A
2530,A cat is eating some corn,The cat is eating some corn,A_entails_B,B_entails_A
2531,A cat is walking away from some corn,A cat is eating some corn,A_contradicts_B,B_neutral_A
2532,A cat is eating corn on the cob,The cat is eating some corn,A_entails_B,B_neutral_A
2533,A cat is walking away from some corn,A cat is eating corn on the cob,A_neutral_B,B_contradicts_A
2534,A cat is eagerly eating corn on the cob,A cat is eating some corn,A_entails_B,B_neutral_A
2535,There is no cat eating corn on the cob,A cat is eating some corn,A_contradicts_B,B_neutral_A
2536,A cat is eating corn on the cob,A cat is eating some corn,A_entails_B,B_neutral_A
2537,Someone is slicing a tomato,Someone is cutting a tomato,A_entails_B,B_entails_A
2538,Someone is slicing a tomato,Nobody is slicing a tomato,A_contradicts_B,B_contradicts_A
2539,The person is quickly slicing a vegetable,The person is slicing a vegetable,A_entails_B,B_neutral_A
2540,The person isn't slicing a vegetable,The person is slicing a vegetable,A_contradicts_B,B_contradicts_A
2541,The person is quickly slicing a vegetable,Someone is slicing a tomato,A_neutral_B,B_neutral_A
2542,Someone is slicing a tomato,The person isn't slicing a vegetable,A_neutral_B,B_contradicts_A
2543,Someone is cutting a tomato,The person is slicing a vegetable,A_entails_B,B_neutral_A
2544,The person is slicing a vegetable,Nobody is slicing a tomato,A_neutral_B,B_neutral_A
2545,Someone is slicing a tomato,The person is slicing a vegetable,A_entails_B,B_neutral_A
2546,A little girl is playing a grand piano on stage,"A little girl is playing a piano, which is very big, on stage",A_entails_B,B_neutral_A
2547,There is no little girl playing a grand piano on stage,A little girl is playing a grand piano on stage,A_contradicts_B,B_contradicts_A
2548,"A girl, who is little, is playing the piano",A little girl is playing the piano,A_entails_B,B_entails_A
2549,There is no little girl playing the piano,A little girl is playing the piano,A_contradicts_B,B_contradicts_A
2550,A little girl is playing a grand piano on stage,"A girl, who is little, is playing the piano",A_entails_B,B_neutral_A
2551,There is no little girl playing the piano,A little girl is playing a grand piano on stage,A_contradicts_B,B_contradicts_A
2552,"A little girl is playing a piano, which is very big, on stage",A little girl is playing the piano,A_entails_B,B_neutral_A
2553,A little girl is playing the piano,There is no little girl playing a grand piano on stage,A_neutral_B,B_neutral_A
2554,A little girl is playing a grand piano on stage,A little girl is playing the piano,A_entails_B,B_neutral_A
2555,A man is playing the guitar,A man is playing a guitar,A_entails_B,B_entails_A
2556,A man is packing a guitar,A man is playing a guitar,A_neutral_B,B_neutral_A
2557,Someone is strumming the guitar,Someone is playing the guitar,A_entails_B,B_entails_A
2558,Someone is putting the guitar away,Someone is playing the guitar,A_neutral_B,B_neutral_A
2559,A man is playing a guitar,Someone is strumming the guitar,A_entails_B,B_neutral_A
2560,A man is playing a guitar,Someone is putting the guitar away,A_neutral_B,B_neutral_A
2561,A man is playing the guitar,Someone is playing the guitar,A_entails_B,B_neutral_A
2562,A man is packing a guitar,Someone is playing the guitar,A_neutral_B,B_neutral_A
2563,A man is playing a guitar,Someone is playing the guitar,A_entails_B,B_neutral_A
2564,The man is dancing frantically,The man is dancing,A_entails_B,B_neutral_A
2565,The man is dancing,The man is not dancing,A_contradicts_B,B_contradicts_A
2566,Three women are dancing,A few women are dancing,A_entails_B,B_neutral_A
2567,Three women are standing still,Three women are dancing,A_neutral_B,B_neutral_A
2568,The man is dancing,A few women are dancing,A_neutral_B,B_neutral_A
2569,The man is dancing,Three women are standing still,A_neutral_B,B_neutral_A
2570,The man is dancing frantically,Three women are dancing,A_neutral_B,B_neutral_A
2571,The man is not dancing,Three women are dancing,A_neutral_B,B_neutral_A
2572,The man is dancing,Three women are dancing,A_neutral_B,B_neutral_A
2573,A man is playing a flute made of bamboo,A man is playing a bamboo flute,A_entails_B,B_entails_A
2574,There is no man playing a bamboo flute,A man is playing a bamboo flute,A_contradicts_B,B_contradicts_A
2575,The man is playing a flute,A flute is being played by the man,A_entails_B,B_entails_A
2576,The man is playing a flute,The man is not playing a flute,A_contradicts_B,B_contradicts_A
2577,A man is playing a bamboo flute,A flute is being played by the man,A_entails_B,B_neutral_A
2578,A man is playing a bamboo flute,The man is not playing a flute,A_contradicts_B,B_contradicts_A
2579,A man is playing a flute made of bamboo,The man is playing a flute,A_entails_B,B_neutral_A
2580,There is no man playing a bamboo flute,The man is playing a flute,A_neutral_B,B_neutral_A
2581,A man is playing a bamboo flute,The man is playing a flute,A_entails_B,B_neutral_A
2582,A person is absently cutting mushrooms with a knife,A person is cutting mushrooms with a knife,A_entails_B,B_neutral_A
2583,A person is cutting mushrooms with a knife,A person is putting away the mushrooms,A_neutral_B,B_neutral_A
2584,A person is slicing some mushrooms,A person is cutting some mushrooms,A_entails_B,B_entails_A
2585,A person is cutting some mushrooms,There is no person cutting some mushrooms,A_contradicts_B,B_contradicts_A
2586,A person is cutting mushrooms with a knife,A person is slicing some mushrooms,A_entails_B,B_entails_A
2587,There is no person cutting some mushrooms,A person is cutting mushrooms with a knife,A_contradicts_B,B_contradicts_A
2588,A person is absently cutting mushrooms with a knife,A person is cutting some mushrooms,A_entails_B,B_neutral_A
2589,A person is cutting some mushrooms,A person is putting away the mushrooms,A_neutral_B,B_contradicts_A
2590,A person is cutting mushrooms with a knife,A person is cutting some mushrooms,A_entails_B,B_neutral_A
2591,A tiger is pacing around a cage,A tiger is walking around a cage,A_entails_B,B_entails_A
2592,A tiger is walking outside a cage,A tiger is walking around a cage,A_entails_B,B_neutral_A
2593,A tiger is walking around with no aim,A tiger is walking around aimlessly,A_entails_B,B_entails_A
2594,A tiger is walking around aimlessly,A tiger is sitting,A_contradicts_B,B_neutral_A
2595,A tiger is aimlessly walking around,A tiger is walking around aimlessly,A_entails_B,B_entails_A
2596,A tiger is walking around with no aim,A tiger is walking around a cage,A_neutral_B,B_neutral_A
2597,A tiger is sitting,A tiger is walking around a cage,A_contradicts_B,B_neutral_A
2598,A tiger is aimlessly walking around,A tiger is walking around a cage,A_neutral_B,B_neutral_A
2599,A tiger is walking around aimlessly,A tiger is pacing around a cage,A_neutral_B,B_neutral_A
2600,A tiger is walking outside a cage,A tiger is walking around aimlessly,A_neutral_B,B_neutral_A
2601,A tiger is walking around aimlessly,A tiger is walking around a cage,A_neutral_B,B_neutral_A
2602,A monkey is brushing the dog,The monkey is brushing the dog,A_entails_B,B_entails_A
2603,A monkey is brushing the dog,There is no monkey brushing the dog,A_contradicts_B,B_contradicts_A
2604,A bull dog is being brushed by the monkey,The monkey is brushing a bull dog,A_entails_B,B_entails_A
2605,The monkey is brushing a bull dog,The monkey is not brushing a bull dog,A_contradicts_B,B_contradicts_A
2606,The monkey is brushing a bull dog,A bull dog is brushing the monkey,A_neutral_B,B_neutral_A
2607,A bull dog is being brushed by the monkey,A monkey is brushing the dog,A_entails_B,B_neutral_A
2608,A monkey is brushing the dog,The monkey is not brushing a bull dog,A_contradicts_B,B_contradicts_A
2609,A monkey is brushing the dog,A bull dog is brushing the monkey,A_neutral_B,B_neutral_A
2610,The monkey is brushing a bull dog,The monkey is brushing the dog,A_entails_B,B_neutral_A
2611,The monkey is brushing a bull dog,There is no monkey brushing the dog,A_contradicts_B,B_contradicts_A
2612,The monkey is brushing a bull dog,A monkey is brushing the dog,A_entails_B,B_neutral_A
2613,A woman is swiftly cutting an onion,A woman is cutting an onion,A_entails_B,B_neutral_A
2614,There is no woman cutting an onion,A woman is cutting an onion,A_contradicts_B,B_contradicts_A
2615,The lady is dicing onions,The woman is dicing onions,A_entails_B,B_entails_A
2616,The woman is dicing onions,The woman is throwing onions away,A_contradicts_B,B_neutral_A
2617,The lady is dicing onions,A woman is cutting an onion,A_entails_B,B_entails_A
2618,The woman is throwing onions away,A woman is cutting an onion,A_neutral_B,B_neutral_A
2619,The woman is dicing onions,A woman is swiftly cutting an onion,A_neutral_B,B_neutral_A
2620,The woman is dicing onions,There is no woman cutting an onion,A_contradicts_B,B_contradicts_A
2621,The woman is dicing onions,A woman is cutting an onion,A_entails_B,B_neutral_A
2622,A man is wearing a hard hat and dancing,A man is wearing a hat which is hard and is dancing,A_entails_B,B_entails_A
2623,A man is wearing a hard hat and dancing,A man is naked and standing still,A_neutral_B,B_neutral_A
2624,A man is dancing with a worn hard hat,A man is wearing a hard hat and dancing,A_neutral_B,B_neutral_A
2625,A man with a hard hat is dancing,The man with a hard hat is dancing,A_entails_B,B_entails_A
2626,There is no man with a hard hat dancing,A man with a hard hat is dancing,A_contradicts_B,B_contradicts_A
2627,The man with a hard hat is dancing,A man is wearing a hard hat and dancing,A_entails_B,B_entails_A
2628,A man is wearing a hard hat and dancing,There is no man with a hard hat dancing,A_contradicts_B,B_contradicts_A
2629,A man with a hard hat is dancing,A man is wearing a hat which is hard and is dancing,A_entails_B,B_entails_A
2630,A man is naked and standing still,A man with a hard hat is dancing,A_neutral_B,B_neutral_A
2631,A man is dancing with a worn hard hat,A man with a hard hat is dancing,A_entails_B,B_neutral_A
2632,A man is wearing a hard hat and dancing,A man with a hard hat is dancing,A_entails_B,B_entails_A
2633,Two boys are playing a video game,A couple of boys are playing a video game,A_entails_B,B_entails_A
2634,Two boys are studying,Two boys are playing a video game,A_neutral_B,B_neutral_A
2635,Two boys on a couch are playing games on the TV,Two boys on a couch are playing video games,A_entails_B,B_neutral_A
2636,Two boys on a couch are reading a book,Two boys on a couch are playing video games,A_neutral_B,B_neutral_A
2637,Video games of two playing boys are on a couch,Two boys on a couch are playing video games,A_neutral_B,B_neutral_A
2638,Two boys on a couch are playing games on the TV,Two boys are playing a video game,A_entails_B,B_neutral_A
2639,Two boys are playing a video game,Two boys on a couch are reading a book,A_neutral_B,B_neutral_A
2640,Video games of two playing boys are on a couch,Two boys are playing a video game,A_neutral_B,B_neutral_A
2641,Two boys on a couch are playing video games,A couple of boys are playing a video game,A_entails_B,B_neutral_A
2642,Two boys are studying,Two boys on a couch are playing video games,A_neutral_B,B_neutral_A
2643,Two boys on a couch are playing video games,Two boys are playing a video game,A_entails_B,B_neutral_A
2644,A woman is cutting a potato,A woman is slicing a potato,A_entails_B,B_entails_A
2645,A woman is slicing a potato,There is no woman slicing a potato,A_contradicts_B,B_contradicts_A
2646,The man is slicing vegetables,Vegetables are being sliced by a man,A_entails_B,B_entails_A
2647,The man is not slicing vegetables,The man is slicing vegetables,A_contradicts_B,B_contradicts_A
2648,A woman is slicing a potato,Vegetables are being sliced by a man,A_neutral_B,B_neutral_A
2649,The man is not slicing vegetables,A woman is slicing a potato,A_neutral_B,B_neutral_A
2650,The man is slicing vegetables,A woman is cutting a potato,A_neutral_B,B_neutral_A
2651,The man is slicing vegetables,There is no woman slicing a potato,A_neutral_B,B_neutral_A
2652,The man is slicing vegetables,A woman is slicing a potato,A_neutral_B,B_neutral_A
2653,The lady is breaking an egg for the mixer,The lady is cracking an egg for the mixer,A_entails_B,B_entails_A
2654,The lady is cracking an egg for the mixer,The lady isn't cracking an egg for the mixer,A_contradicts_B,B_contradicts_A
2655,The lady is carefully slicing up the meat,The lady is slicing up the meat,A_entails_B,B_neutral_A
2656,The lady is slicing up the meat,The lady isn't slicing up the meat,A_contradicts_B,B_contradicts_A
2657,The lady is eating slices of meat,The lady is slicing up the meat,A_contradicts_B,B_neutral_A
2658,The lady is carefully slicing up the meat,The lady is cracking an egg for the mixer,A_neutral_B,B_neutral_A
2659,The lady isn't slicing up the meat,The lady is cracking an egg for the mixer,A_neutral_B,B_neutral_A
2660,The lady is cracking an egg for the mixer,The lady is eating slices of meat,A_neutral_B,B_neutral_A
2661,The lady is slicing up the meat,The lady is breaking an egg for the mixer,A_neutral_B,B_neutral_A
2662,The lady isn't cracking an egg for the mixer,The lady is slicing up the meat,A_neutral_B,B_neutral_A
2663,The lady is cracking an egg for the mixer,The lady is slicing up the meat,A_neutral_B,B_neutral_A
2664,Some ferrets are climbing down from a shelf,Ferrets are climbing down from a shelf,A_entails_B,B_entails_A
2665,Ferrets are climbing up a shelf,Ferrets are climbing down from a shelf,A_contradicts_B,B_neutral_A
2666,A few ferrets are climbing out of the cage,Several ferrets are climbing out of the cage,A_entails_B,B_entails_A
2667,Several ferrets are climbing into the cage,Several ferrets are climbing out of the cage,A_neutral_B,B_contradicts_A
2668,A few ferrets are climbing out of the cage,Ferrets are climbing down from a shelf,A_neutral_B,B_neutral_A
2669,Several ferrets are climbing into the cage,Ferrets are climbing down from a shelf,A_neutral_B,B_neutral_A
2670,Some ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,A_neutral_B,B_neutral_A
2671,Ferrets are climbing up a shelf,Several ferrets are climbing out of the cage,A_neutral_B,B_neutral_A
2672,Ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,A_neutral_B,B_neutral_A
2673,A man is getting into an automobile,A man is getting into a car,A_entails_B,B_entails_A
2674,A man is getting off the car,A man is getting into a car,A_contradicts_B,B_neutral_A
2675,A man is hurriedly getting into a car in a garage,A man is getting into a car in a garage,A_entails_B,B_neutral_A
2676,A man is parking a car in a garage,A man is getting into a car in a garage,A_neutral_B,B_neutral_A
2677,A man is getting into a car in a garage,A man is getting a garage for the car,A_neutral_B,B_neutral_A
2678,A man is hurriedly getting into a car in a garage,A man is getting into a car,A_entails_B,B_neutral_A
2679,A man is parking a car in a garage,A man is getting into a car,A_contradicts_B,B_neutral_A
2680,A man is getting a garage for the car,A man is getting into a car,A_neutral_B,B_neutral_A
2681,A man is getting into a car in a garage,A man is getting into an automobile,A_entails_B,B_neutral_A
2682,A man is getting into a car in a garage,A man is getting off the car,A_contradicts_B,B_neutral_A
2683,A man is getting into a car in a garage,A man is getting into a car,A_entails_B,B_neutral_A
2684,A person is cutting a capsicum into pieces,A capsicum is being cut into pieces by a person,A_entails_B,B_entails_A
2685,A person is cutting a capsicum into pieces,Nobody is cutting a capsicum into pieces,A_contradicts_B,B_contradicts_A
2686,One person is slicing a clove of garlic into pieces,The person is slicing a clove of garlic into pieces,A_entails_B,B_entails_A
2687,The person is slicing a clove of garlic into pieces,The person is not slicing a clove of garlic into pieces,A_contradicts_B,B_contradicts_A
2688,A person is cutting a capsicum into pieces,One person is slicing a clove of garlic into pieces,A_neutral_B,B_neutral_A
2689,A person is cutting a capsicum into pieces,The person is not slicing a clove of garlic into pieces,A_entails_B,B_neutral_A
2690,A capsicum is being cut into pieces by a person,The person is slicing a clove of garlic into pieces,A_neutral_B,B_neutral_A
2691,Nobody is cutting a capsicum into pieces,The person is slicing a clove of garlic into pieces,A_neutral_B,B_neutral_A
2692,The person is slicing a clove of garlic into pieces,A person is cutting a capsicum into pieces,A_neutral_B,B_neutral_A
2693,A man is performing with the guitar,A man is playing a guitar,A_entails_B,B_entails_A
2694,A man is putting away the guitar,A man is playing a guitar,A_contradicts_B,B_neutral_A
2695,The man is gracefully singing and playing the guitar,The man is singing and playing the guitar,A_entails_B,B_neutral_A
2696,There is no man singing and playing the guitar,The man is singing and playing the guitar,A_contradicts_B,B_contradicts_A
2697,The man is gracefully singing and playing the guitar,A man is playing a guitar,A_entails_B,B_neutral_A
2698,There is no man singing and playing the guitar,A man is playing a guitar,A_contradicts_B,B_neutral_A
2699,The man is singing and playing the guitar,A man is performing with the guitar,A_entails_B,B_neutral_A
2700,The man is singing and playing the guitar,A man is putting away the guitar,A_neutral_B,B_neutral_A
2701,The man is singing and playing the guitar,A man is playing a guitar,A_entails_B,B_neutral_A
2702,The person is boiling noodles,A person is boiling noodles,A_entails_B,B_entails_A
2703,A person is boiling noodles,There is no person boiling noodles,A_contradicts_B,B_contradicts_A
2704,Noodles are being boiled in water by a woman,A woman is boiling noodles in water,A_entails_B,B_entails_A
2705,A woman is drying noodles,A woman is boiling noodles in water,A_neutral_B,B_neutral_A
2706,Noodles are being boiled in water by a woman,A person is boiling noodles,A_entails_B,B_neutral_A
2707,A woman is drying noodles,A person is boiling noodles,A_neutral_B,B_neutral_A
2708,A woman is boiling noodles in water,The person is boiling noodles,A_entails_B,B_neutral_A
2709,There is no person boiling noodles,A woman is boiling noodles in water,A_contradicts_B,B_contradicts_A
2710,A woman is boiling noodles in water,A person is boiling noodles,A_entails_B,B_neutral_A
2711,A karate practitioner is kicking at another man who is wearing protective boxing gloves,A karate practitioner is kicking at another man who is wearing protective gloves for boxing,A_entails_B,B_entails_A
2712,There is no karate practitioner kicking at another man who is wearing protective boxing gloves,A karate practitioner is kicking at another man who is wearing protective boxing gloves,A_contradicts_B,B_contradicts_A
2713,The man is clumsily kick boxing with a trainer,The man is kick boxing with a trainer,A_entails_B,B_neutral_A
2714,The man is not kick boxing with a trainer,The man is kick boxing with a trainer,A_contradicts_B,B_contradicts_A
2715,The man is kicking a boxing trainer,The man is kick boxing with a trainer,A_entails_B,B_neutral_A
2716,The man is clumsily kick boxing with a trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,A_neutral_B,B_neutral_A
2717,A karate practitioner is kicking at another man who is wearing protective boxing gloves,The man is not kick boxing with a trainer,A_neutral_B,B_neutral_A
2718,The man is kicking a boxing trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,A_neutral_B,B_neutral_A
2719,The man is kick boxing with a trainer,A karate practitioner is kicking at another man who is wearing protective gloves for boxing,A_neutral_B,B_neutral_A
2720,The man is kick boxing with a trainer,There is no karate practitioner kicking at another man who is wearing protective boxing gloves,A_neutral_B,B_contradicts_A
2721,The man is kick boxing with a trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,A_neutral_B,B_neutral_A
2722,"A woman, who is seated, is singing a song and playing the guitar",A seated woman is singing a song and playing the guitar,A_entails_B,B_entails_A
2723,There is no seated woman singing a song and playing the guitar,A seated woman is singing a song and playing the guitar,A_contradicts_B,B_contradicts_A
2724,A woman on a boulder is lying on a blanket and reading a book,A woman on a rock is lying on a blanket and reading a book,A_entails_B,B_neutral_A
2725,A woman on a rock is lying on a blanket and reading a book,A woman on a rock is standing and looking around,A_neutral_B,B_neutral_A
2726,A woman on a rock is lying on a blanket and reading a book,A woman is rocking over a blanket lying on someone reading a book,A_neutral_B,B_neutral_A
2727,A woman on a boulder is lying on a blanket and reading a book,A seated woman is singing a song and playing the guitar,A_neutral_B,B_neutral_A
2728,A seated woman is singing a song and playing the guitar,A woman on a rock is standing and looking around,A_neutral_B,B_neutral_A
